User,WorkingHours,@timestamp,BU,type
jstolp,8:54:09,2020-06-22 19:34:52.206140,VG,elk
jamesg,6:50:17,2020-06-22 19:34:52.206140,VG,elk
seyit,7:42:20,2020-06-22 19:34:52.206140,VG,elk
scheufen,10:37:48,2020-06-22 19:34:52.206140,VG,elk
mriahi,8:02:23,2020-06-22 19:34:52.206140,VG,elk
agrubert,9:30:16,2020-06-22 19:34:52.206140,VG,elk
nara,6:01:15,2020-06-22 19:34:52.206140,VG,elk
schuetz,9:20:51,2020-06-22 19:34:52.206140,VG,elk
dietmar,8:12:38,2020-06-22 19:34:52.206140,VG,elk
marq,7:00:31,2020-06-22 19:34:52.206140,VG,elk
tirea,5:35:07,2020-06-22 19:34:52.206140,VG,elk
witzel,8:11:42,2020-06-22 19:34:52.206140,VG,elk
joern,9:02:01,2020-06-22 19:34:52.206140,VG,elk
ric,9:06:41,2020-06-22 19:34:52.206140,VG,elk
janw,8:15:12,2020-06-22 19:34:52.206140,VG,elk
asyed,8:22:40,2020-06-22 19:34:52.206140,VG,elk
laureano,8:33:13,2020-06-22 19:34:52.206140,VG,elk
annamd,8:49:41,2020-06-22 19:34:52.206140,VG,elk
alexv,5:15:00,2020-06-22 19:34:52.206140,VG,elk
jdickel,11:30:17,2020-06-22 19:34:52.206140,VG,elk
docherty,11:23:45,2020-06-22 19:34:52.206140,VG,elk
alexf,8:54:59,2020-06-22 19:34:52.206140,VG,elk
jos,10:10:18,2020-06-22 19:34:52.206140,VG,elk
dolha,0:44:51,2020-06-22 19:34:52.206140,VG,elk
bolke,12:12:54,2020-06-22 19:34:52.206140,VG,elk
kristof,10:13:20,2020-06-22 19:34:52.206140,VG,elk
hami,12:00:49,2020-06-22 19:34:52.206140,VG,elk
rfranz,5:08:57,2020-06-22 19:34:52.206140,VG,elk
gpoquet,12:46:28,2020-06-22 19:34:52.206140,VG,elk
mones,12:32:48,2020-06-22 19:34:52.206140,VG,elk
fischer,12:07:44,2020-06-22 19:34:52.206140,VG,elk
aras,2:50:56,2020-06-22 19:34:52.206140,VG,elk
sona,1:58:20,2020-06-22 19:34:52.206140,VG,elk
hako,7:53:17,2020-06-22 19:34:52.206140,VG,elk
saro,13:33:52,2020-06-22 19:34:52.206140,VG,elk
anush,6:09:36,2020-06-22 19:34:52.206140,VG,elk
hov,8:18:04,2020-06-22 19:34:52.206140,VG,elk
aniga,8:47:37,2020-06-22 19:34:52.206140,VG,elk
roman,1:23:23,2020-06-22 19:34:52.206140,VG,elk
valeri,6:06:19,2020-06-22 19:34:52.206140,VG,elk
nane,0:02:45,2020-06-22 19:34:52.206140,VG,elk
gha,9:25:39,2020-06-22 19:34:52.206140,VG,elk
anip,9:49:28,2020-06-22 19:34:52.206140,VG,elk
anim,9:20:17,2020-06-22 19:34:52.206140,VG,elk
and,12:27:54,2020-06-22 19:34:52.206140,VG,elk
edita,0:47:15,2020-06-22 19:34:52.206140,VG,elk
