items,@timestamp,serialnumber,type
jp01-c4510-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FOX1452GVT7,Serial_int
jp01-c4510-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FOX1503GGYZ,Serial_int
jp01-c9410-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FXS2247Q1J1,Serial_int
jp01-n9324-1b.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO223400HT,Serial_int
jp01-mpls-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FJC2204D1A3,Serial_int
jp01-n5548-1a.internal.synopsys.com,2020-12-12 14:30:13.203156,SSI14440MFL,Serial_int
jp01-n5548-1b.internal.synopsys.com,2020-12-12 14:30:13.203156,SSI14440MFG,Serial_int
in23-c3560x-3.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1937F2K0,Serial_int
in23-c9300-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC2415X0NW,Serial_int
in19-n5596-1a.internal.synopsys.com,2020-12-12 14:30:13.203156,FOX1902GKZ7,Serial_int
in19-n5596-1b.internal.synopsys.com,2020-12-12 14:30:13.203156,FOX2053G2KY,Serial_int
in74-c3560-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1638Y1F3,Serial_int
indc-n5548-1a.internal.synopsys.com,2020-12-12 14:30:13.203156,SSI15360L5Z,Serial_int
indc-n5548-1b.synopsys.com,2020-12-12 14:30:13.203156,SSI15320H72,Serial_int
jp01-c3560-training-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1105Y3FY,Serial_int
jp01-c3560g-training.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1040Y3A7,Serial_int
jp01-c3750-dmz.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1505P0UG,Serial_int
jp02-c3750-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1541V10K,Serial_int
cn30-c3560-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1713P1MW,Serial_int
cn30-c3560-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2040F0S9,Serial_int
cn30-c4500x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,JAE171308CQ,Serial_int
cn30-c4510-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FXS2128Q2NW,Serial_int
cn42-c4510-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FOX1413GUMW,Serial_int
cn42-mpls-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL201611LN,Serial_int
cn42-n5548-1a,2020-12-12 14:30:13.203156,SSI15290BPZ,Serial_int
cn42-n5548-1b,2020-12-12 14:30:13.203156,SSI1529076B,Serial_int
cn63-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL16491010,Serial_int
cn63-c2960-int.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1628X3YY,Serial_int
ie02-c3560x-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1720H24M,Serial_int
ie02-c3560x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1719H1GU,Serial_int
IN19-C4510-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FXS1853Q1NC,Serial_int
in19-c3750-ILO-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1630V0R3,Serial_int
In19-c3750-intel.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1630V0QL,Serial_int
In19-c3750-intel-1.synopsys.com,2020-12-12 14:30:13.203156,FDO1523K0K7,Serial_int
IN19-C4506-1.internal.synopsys.com,2020-12-12 14:30:13.203156,SPE181200GG,Serial_int
in25-c3560-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1735P1BX,Serial_int
in01-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL2335317F,Serial_int
jp01-sprint-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FTX1504AJSN,Serial_int
mdc-c2960-ext-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1715Z4HN,Serial_int
mdc-c2960-ext-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1715W488,Serial_int
in74-c3750x-1a.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1614R0K8,Serial_int
in74-c3560x-kdbi.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1744R1NJ,Serial_int
in74-c3560x-4.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1714R0SW,Serial_int
in74-c3560x-3.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2035F18R,Serial_int
il01-c3560x-4.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1715R1CM,Serial_int
il01-c3560x-5.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1719H2M1,Serial_int
cn42-c3750x-dsa.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1748Z2VM,Serial_int
cn42-c4500x-dsa.internal.synopsys.com,2020-12-12 14:30:13.203156,JAE17470NTK,Serial_int
in24-c3560-1.synopsys.com,2020-12-12 14:30:13.203156,FDO1741P3CN,Serial_int
in24-c3560-2.synopsys.com,2020-12-12 14:30:13.203156,FDO1741P3CQ,Serial_int
mo90-vpn-router-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL161510S0,Serial_int
mo90-c4506-1.internal.synopsys.com,2020-12-12 14:30:13.203156,SPE173700MC,Serial_int
be06-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FTX1522AJ23,Serial_int
be06-c3560x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1731R064,Serial_int
de11-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FTX1818AJ7S,Serial_int
de11-c3560x-1,2020-12-12 14:30:13.203156,FDO1717Z29B,Serial_int
be06-c3560x-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1807P0ED,Serial_int
fr03-c3560x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1640X0F0,Serial_int
fr03-c3560x-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1640H077,Serial_int
gb50-c3560c-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FOC1816Z1KC,Serial_int
pt02-c3560x-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1719H2D1,Serial_int
de11-c3560x-2.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO1812H0GN,Serial_int
am04-n5548-1a.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2136Q0SJ,Serial_int
am04-n5548-1b.internal.synopsys.com,2020-12-12 14:30:13.203156,FTX1701AHHN,Serial_int
am04-guest-wifi-mgmt,2020-12-12 14:30:13.203156,FOC2225U0GN,Serial_int
am04-a7030,2020-12-12 14:30:13.203156,FDO2227A407,Serial_int
mo90-pan-1,2020-12-12 14:30:13.203156,FDO2227A409,Serial_int
ru20-c3850x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2339M1ZC,Serial_int
se80-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,WZP233712J0,Serial_int
indc-pan-1,2020-12-12 14:30:13.203156,WZP233711FF,Serial_int
indc-pan-2,2020-12-12 14:30:13.203156,WZP233711FH,Serial_int
ch10-c3850x-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL231830ML,Serial_int
ch10-c4510-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2123V0LX,Serial_int
ch10-pan-1,2020-12-12 14:30:13.203156,FDO2304F3TD,Serial_int
tw52-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FGL232431PG,Serial_int
gb12-mpls-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2043A1PT,Serial_int
in32-c4510-1.synopsys.com,2020-12-12 14:30:13.203156,JAD2112039D,Serial_int
gb11-c3650-1.internal.synopsys.com,2020-12-12 14:30:13.203156,FDO2113A2BG,Serial_int
ie02-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FLM2002W152,Serial_int
fr01-vpn-router.internal.synopsys.com,2020-12-12 14:30:13.203156,FLM2015W0RJ,Serial_int
fr01-mpls-router,2020-12-12 14:30:13.203156,FLM1940W0CL,Serial_int
