items,@timestamp,type,network_device_type
us7m-mpls-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_MPLS
cl01-vpn-sw-module.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_SW_MODULE
us8w-swmodule.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_SW_MODULE
ca06-vpn-swmodule.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_SW_MODULE
us04-vpn-sw-module.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_SW_MODULE
us6j-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us6o-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us11-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us8k-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us03-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us08-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us54-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us95-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us16-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us26-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us27-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca11-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
cl01-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca17-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us1a-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca42-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
badc-vpn-router,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
sdc-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us1d-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us2d-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us2a-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
sv2lab-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us04-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us8w-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca06-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us7m-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca09-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
ca14-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us8e-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
us6l-vpn-router.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_ROUTER_VPN
cl01-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us27-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
badc-cloud-c3850-ext-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c2960-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c9407-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca11-c9400-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c9400-3.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c9400-4.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c9400-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c2960-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
cl01-c9300-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
cl01-c9300-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
cl01-c3560x-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
cl01-c3560-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c9410-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca06-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us8w-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us04-c9407-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us04-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us04-c9407-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf1-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf1-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf2-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf2-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf3-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-idf3-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv3-idf1-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
parking-idf1-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf1-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf1-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf2-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf2-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf3-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-idf3-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-uc-svc.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv1-uc-svc,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf1-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf1-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf2-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf2-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf3-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf4-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf4-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
alom-lab-switch.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
alom-distribution-switch.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv8-idf3-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
badc-sc5-ilo-core.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us26-c4510-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
sv2-c3650-partner,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a4-a6300,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a4-a6405,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c2960-ext.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a1-a6300,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a3-a6405,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a5-a6300,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a5-a6405,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a3-a6300,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a1-a6405,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a2-a6300,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
690a2-a6405,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us95-c2960-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us95-c3560x-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us11-c3560x-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us08-c3560x-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us08-c2960x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us54-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca06-c4510-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us16-c2960-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca09-c4510-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca09-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca09-c3750x-idf5.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca14-c4507-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
ca14-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c9400-5.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us03-c9400-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
badc-cloud-c3850-ext-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us1a-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_ACCESS
us6j-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us6o-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
cl01-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us27-core-switch.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us04-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca17-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us26-c4510-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us03-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us1a-c4500-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv1-c9500-core.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv2-c9500-core.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us1d-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv1-c9500-svc.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv1-agg-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv1-agg-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv2-agg-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv2-agg-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv8-agg-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv8-agg-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us2d-c9407-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
am04-c9500-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us8k-c9407-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us2a-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
rdc-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
690a-a8360-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
690a-a8360-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
sv2lab-core-switch.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us08-c3560x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us11-c3560x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us95-c3560x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca06-c4500x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca09-c4500x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca42-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us8w-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca11-c4507-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us7m-c3850-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us54-c4500x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us16-c3650-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
ca14-c4500x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us8e-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
us6l-c4510-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_CORE
badc-n5596-199a-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-201-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-201-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-201-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-199-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-199-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-541-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-541-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-541-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-541-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-201-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5548-1837-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5548-1837-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5548-1837-1a.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5548-1837-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1433-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1433-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-199a-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1702-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-3a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-3b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9516-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9516-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-199a-sig-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-199a-sig-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5696-199a-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5696-199a-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-cloud-n5648-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-cloud-n5648-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1433-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1433-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1601-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1601-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5696-321-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5696-321-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596t-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us1a-n9372-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us1a-n9372-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1629-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1629-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1837-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1837-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us1a-n9372-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us1a-n9372-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-sc9-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-sc9-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-console-p2p-core,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-ucs1-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-ucs2-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-ucs1-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-ucs2-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1230-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1230-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1433-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n9300-1433-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-328-intel-10gfiber-d7,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-326-intel-40gfiber-d5,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
sdc-c4500-svc.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-sc5-core-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-sc5-core-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-sc5-ap.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us8k-c9407-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-199a-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-199a-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-271-snps-40gfiber-h8,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-272-snps-40gfiber-h9,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-282-snps-10gfiber-h10,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
hqdc-leaf-283-snps-10gfiber-h7,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
Leaf-284-SNPS-SA5,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-201-spine-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-201-spine-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-201-leaf-rack-f35,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-201-leaf-rack-f37,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1629-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1629-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1702-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1230-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1230-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1230-2a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1230-2b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us03-n5596-1a.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us03-n5596-1b.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1702-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n6004-1702-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5596-1629-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
ca06-c4506-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-199a-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-199a-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1837-1a,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
badc-n5648-1837-1b,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DC
us03-c2960-dmz.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DMZ
us03-n9300-dmz,2022-01-11 14:30:01.842505,detailed,US_SWITCH_DMZ
savvis-c2960-1433.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
badc-c2960-1629-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us04-hp1920-1.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-hp2920-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-hp1920-r3.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-hp1920-r4.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-hp1920-r7.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-hp1920-r10.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sv1-c9500-ext.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sv2-c9500-ext.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sv2-c9500-svc.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r108.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp2920-r107.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r101.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r102.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r103.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r104.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r109.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r201.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r209.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-a2530-r1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-a2530-r203,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-a2530-r205,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us2a-console.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us1a-raritan.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
cl01-console-mgmt.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
sdc-hp1920-r210.sp.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
us03-c2960-cyclades.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
badc-c3750x-console-1,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
badc-c3750x-console-2,2022-01-11 14:30:01.842505,detailed,US_SWITCH_IP_MGMT
bldga3-c2960x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_LAB
bldga4-c2960x-zebu-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_LAB
bldga5-c2960x-1.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_LAB
bldga4-c2960x-zebu-2.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_LAB
bldga4-c2960x-zebu-3.internal.synopsys.com,2022-01-11 14:30:01.842505,detailed,US_SWITCH_LAB
